Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Ireland,IRL,1984,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.58554228195692
Ireland,IRL,1983,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.6250296683404
Ireland,IRL,1982,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.76601726816904
Ireland,IRL,1981,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,9.93849531968458
Ireland,IRL,1980,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0921220339384
Ireland,IRL,1979,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.1968457450284
Ireland,IRL,1978,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.1945430900359
Ireland,IRL,1977,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.1102261855034
Ireland,IRL,1976,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0347329504896
Ireland,IRL,1975,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0192536063143
Ireland,IRL,1974,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0715027589598
Ireland,IRL,1973,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.1798197769294
Ireland,IRL,1972,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.2870872359119
Ireland,IRL,1971,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.3602881926981
Ireland,IRL,1970,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.4014033040101
Ireland,IRL,1969,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.3734758274694
Ireland,IRL,1968,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.2922650628944
Ireland,IRL,1967,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.218006381813
Ireland,IRL,1966,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.1609836942893
Ireland,IRL,1965,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.1010396187407
Ireland,IRL,1964,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0622710324474
Ireland,IRL,1963,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.057447245175
Ireland,IRL,1962,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0600797921348
Ireland,IRL,1961,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0365565792893
Ireland,IRL,1960,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,10.0234424440241
Ireland,IRL,2021,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.88422000073657
Ireland,IRL,2020,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.1077348579255
Ireland,IRL,2019,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.34467178994688
Ireland,IRL,2018,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.54485733485973
Ireland,IRL,2017,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.68596956674035
Ireland,IRL,2016,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.74080471873364
Ireland,IRL,2015,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.7182604543813
Ireland,IRL,2014,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.64315181049117
Ireland,IRL,2013,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.51443522194154
Ireland,IRL,2012,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.36535973205054
Ireland,IRL,2011,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.23764823022249
Ireland,IRL,2010,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.13639348187071
Ireland,IRL,2009,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.05053558561164
Ireland,IRL,2008,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.98741784460251
Ireland,IRL,2007,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.95343028601216
Ireland,IRL,2006,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.96608602965392
Ireland,IRL,2005,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.99314693435705
Ireland,IRL,2004,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.99455692600141
Ireland,IRL,2003,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.97646276714067
Ireland,IRL,2002,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,6.97677484359705
Ireland,IRL,2001,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.05206264482503
Ireland,IRL,2000,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.20100286494698
Ireland,IRL,1999,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.38700801233383
Ireland,IRL,1998,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.56917853695934
Ireland,IRL,1997,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.76055368990996
Ireland,IRL,1996,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,7.97015973446767
Ireland,IRL,1995,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.17159381857955
Ireland,IRL,1994,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.38244650618286
Ireland,IRL,1993,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.64526132508951
Ireland,IRL,1992,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,8.94388913100422
Ireland,IRL,1991,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.25419525929243
Ireland,IRL,1990,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.60839800074549
Ireland,IRL,1989,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,9.95912216518182
Ireland,IRL,1988,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.1603665027518
Ireland,IRL,1987,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.2114268098443
Ireland,IRL,1986,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.1981773923506
Ireland,IRL,1985,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.1357421911221
Ireland,IRL,1984,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.0726226598729
Ireland,IRL,1983,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.1045767981819
Ireland,IRL,1982,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.2386626222396
Ireland,IRL,1981,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.3841601236519
Ireland,IRL,1980,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.5126323384693
Ireland,IRL,1979,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.5968274145597
Ireland,IRL,1978,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.5912292554043
Ireland,IRL,1977,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.5196351600609
Ireland,IRL,1976,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.4588359907971
Ireland,IRL,1975,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.4478868469834
Ireland,IRL,1974,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.4889020678012
Ireland,IRL,1973,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.583808639634
Ireland,IRL,1972,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.6805037458346
Ireland,IRL,1971,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.7415632010813
Ireland,IRL,1970,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.7657264721883
Ireland,IRL,1969,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.7289464968022
Ireland,IRL,1968,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.6450855044329
Ireland,IRL,1967,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.5601965092658
Ireland,IRL,1966,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.484780001188
Ireland,IRL,1965,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.4109574694627
Ireland,IRL,1964,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.3675030167058
Ireland,IRL,1963,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.369901389946
Ireland,IRL,1962,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.3884908583517
Ireland,IRL,1961,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.3826194429347
Ireland,IRL,1960,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,10.376198759223
Ireland,IRL,2021,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.92005945284776
Ireland,IRL,2020,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.83625807731181
Ireland,IRL,2019,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.73397736838697
Ireland,IRL,2018,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.64395945568262
Ireland,IRL,2017,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.56339088538522
Ireland,IRL,2016,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.51573653587557
Ireland,IRL,2015,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.49057002303708
Ireland,IRL,2014,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.47028609881389
Ireland,IRL,2013,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.45658401147883
Ireland,IRL,2012,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.41273899066875
Ireland,IRL,2011,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.35203514253081
Ireland,IRL,2010,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.28693208700335
Ireland,IRL,2009,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.20841826623634
Ireland,IRL,2008,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.14775710810323
Ireland,IRL,2007,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.15347700148121
Ireland,IRL,2006,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.25847357943836
Ireland,IRL,2005,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.42277542914109
Ireland,IRL,2004,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.59951129359091
Ireland,IRL,2003,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,6.79251629389122
Ireland,IRL,2002,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.01072650747916
Ireland,IRL,2001,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.24373939347689
Ireland,IRL,2000,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.47438915096143
Ireland,IRL,1999,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.70686965342142
Ireland,IRL,1998,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,7.97836118616716
Ireland,IRL,1997,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.29467790414762
Ireland,IRL,1996,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.60200582001015
Ireland,IRL,1995,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,8.90084276589648
Ireland,IRL,1994,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.19756420616876
Ireland,IRL,1993,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.42371292034545
Ireland,IRL,1992,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.54303533659029
Ireland,IRL,1991,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.57601283741982
Ireland,IRL,1990,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.53730806230964
Ireland,IRL,1989,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.45856892626678
Ireland,IRL,1988,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.43419250510938
Ireland,IRL,1987,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.51990034221892
Ireland,IRL,1986,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.64646098828448
Ireland,IRL,1985,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.74569274664666
Ireland,IRL,1984,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.79586419459349
Ireland,IRL,1983,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.76484217308084
Ireland,IRL,1982,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.69447082209277
Ireland,IRL,1981,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.66110748273248
Ireland,IRL,1980,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.6719993723326
Ireland,IRL,1979,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.72190338962835
Ireland,IRL,1978,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.81275881168085
Ireland,IRL,1977,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.893250124187
Ireland,IRL,1976,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.91653312258751
Ireland,IRL,1975,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.89747947585921
Ireland,IRL,1974,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.83423641336195
Ireland,IRL,1973,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.75321380759353
Ireland,IRL,1972,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.73844480370038
Ireland,IRL,1971,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.77710222755812
Ireland,IRL,1970,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.75346170758782
Ireland,IRL,1969,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.69441009692139
Ireland,IRL,1968,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.6725670029482
Ireland,IRL,1967,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.68686204075206
Ireland,IRL,1966,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.71838710897606
Ireland,IRL,1965,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.72780071767774
Ireland,IRL,1964,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.61312382097972
Ireland,IRL,1963,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.57563164048148
Ireland,IRL,1962,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.72943381295272
Ireland,IRL,1961,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,9.94527252407214
Ireland,IRL,1960,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,10.1321942063214
Ireland,IRL,2021,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.38184861583888
Ireland,IRL,2020,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.31425919876065
Ireland,IRL,2019,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.2203284017947
Ireland,IRL,2018,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.12122851105933
Ireland,IRL,2017,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.0250689716843
Ireland,IRL,2016,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.96819606602234
Ireland,IRL,2015,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.94303542032101
Ireland,IRL,2014,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.90737603625617
Ireland,IRL,2013,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.87477444965717
Ireland,IRL,2012,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.8541101178868
Ireland,IRL,2011,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.80675977069865
Ireland,IRL,2010,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.72380943480903
Ireland,IRL,2009,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.61854795797309
Ireland,IRL,2008,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.51341496353651
Ireland,IRL,2007,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.48436878283666
Ireland,IRL,2006,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.59612617493711
Ireland,IRL,2005,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,6.80727965584889
Ireland,IRL,2004,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.02899666717006
Ireland,IRL,2003,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.23645658952271
Ireland,IRL,2002,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.4521550301355
Ireland,IRL,2001,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.70286541369309
Ireland,IRL,2000,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,7.96588763960942
Ireland,IRL,1999,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,8.22949129989709
Ireland,IRL,1998,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,8.5388348517725
Ireland,IRL,1997,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,8.89514419838341
Ireland,IRL,1996,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.22318720917598
Ireland,IRL,1995,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.55371571532645
Ireland,IRL,1994,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.88737101959908
Ireland,IRL,1993,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.102302660879
Ireland,IRL,1992,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.207246605247
Ireland,IRL,1991,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.2388434946575
Ireland,IRL,1990,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1885929543342
Ireland,IRL,1989,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0840178326629
Ireland,IRL,1988,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0289185496766
Ireland,IRL,1987,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0856896561567
Ireland,IRL,1986,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1787231036626
Ireland,IRL,1985,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.2470418290916
Ireland,IRL,1984,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.2700520982424
Ireland,IRL,1983,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.2267339983124
Ireland,IRL,1982,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1481688081031
Ireland,IRL,1981,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1084340294185
Ireland,IRL,1980,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1039325570475
Ireland,IRL,1979,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1251867406006
Ireland,IRL,1978,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1958761893408
Ireland,IRL,1977,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.2598695637283
Ireland,IRL,1976,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.2697853399418
Ireland,IRL,1975,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.2442918839802
Ireland,IRL,1974,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1841468358549
Ireland,IRL,1973,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1067023881011
Ireland,IRL,1972,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0793126676173
Ireland,IRL,1971,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0941944515468
Ireland,IRL,1970,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0594613880836
Ireland,IRL,1969,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.99928293627352
Ireland,IRL,1968,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.97551716889444
Ireland,IRL,1967,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.99471414949629
Ireland,IRL,1966,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0440772249377
Ireland,IRL,1965,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.0826662663683
Ireland,IRL,1964,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.99711224321158
Ireland,IRL,1963,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,9.97152001477758
Ireland,IRL,1962,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.1433263808726
Ireland,IRL,1961,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.3834703465411
Ireland,IRL,1960,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,10.552123496123
Ireland,IRL,2021,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.35552373641829
Ireland,IRL,2020,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.34924037458894
Ireland,IRL,2019,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.34241646700771
Ireland,IRL,2018,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.31791980473683
Ireland,IRL,2017,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.25016860547398
Ireland,IRL,2016,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.15623980610771
Ireland,IRL,2015,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.08055534996621
Ireland,IRL,2014,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.01938612945197
Ireland,IRL,2013,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,5.95276636743659
Ireland,IRL,2012,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,5.91265823444314
Ireland,IRL,2011,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,5.95398390639368
Ireland,IRL,2010,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.09888924089749
Ireland,IRL,2009,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.2734229021573
Ireland,IRL,2008,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.42424840065576
Ireland,IRL,2007,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.55053989680356
Ireland,IRL,2006,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.67474776486461
Ireland,IRL,2005,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,6.85056657446731
Ireland,IRL,2004,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,7.08858797221399
Ireland,IRL,2003,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,7.36793884315569
Ireland,IRL,2002,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,7.67542505756639
Ireland,IRL,2001,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.00772053651292
Ireland,IRL,2000,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.34911173799929
Ireland,IRL,1999,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.67991057518165
Ireland,IRL,1998,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.94748163904595
Ireland,IRL,1997,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.08496667861099
Ireland,IRL,1996,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.1102177150584
Ireland,IRL,1995,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.08688202692091
Ireland,IRL,1994,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.04244494969162
Ireland,IRL,1993,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.03382728941437
Ireland,IRL,1992,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.11677547448711
Ireland,IRL,1991,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.22072584069697
Ireland,IRL,1990,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.21928184353703
Ireland,IRL,1989,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.18826704399573
Ireland,IRL,1988,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.17668275213726
Ireland,IRL,1987,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.11834645267107
Ireland,IRL,1986,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.05913715064003
Ireland,IRL,1985,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.99339385755657
Ireland,IRL,1984,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.95016199115828
Ireland,IRL,1983,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.00651506661425
Ireland,IRL,1982,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.11890391890357
Ireland,IRL,1981,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.21040718612352
Ireland,IRL,1980,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.24266894837583
Ireland,IRL,1979,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.19394658277058
Ireland,IRL,1978,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,9.05919161077763
Ireland,IRL,1977,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.92065523806702
Ireland,IRL,1976,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.83650256360762
Ireland,IRL,1975,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,8.78160355126313
